ContentsCode_kode,år_kode,geografi_kode,alder_kode,statistikkvariabel_kode,ContentsCode_navn,år_navn,geografi_navn,alder_navn,statistikkvariabel_navn,verdi
EliminatedValue,0,9,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordre Aker,67 år og over,Antall sosialhjelpsmottakere,14
EliminatedValue,0,10,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Bjerke,I alt,Andel sosialhjelpsmottakere i befolkningen,5.2
EliminatedValue,0,10,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Bjerke,I alt,Antall sosialhjelpsmottakere,1052
EliminatedValue,0,10,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Bjerke,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,3.2
EliminatedValue,0,10,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Bjerke,Under 20 år,Antall sosialhjelpsmottakere,17
EliminatedValue,0,10,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Bjerke,20-24 år,Andel sosialhjelpsmottakere i befolkningen,8.2
EliminatedValue,0,10,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Bjerke,20-24 år,Antall sosialhjelpsmottakere,116
EliminatedValue,0,10,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Bjerke,25-29 år,Andel sosialhjelpsmottakere i befolkningen,5.5
EliminatedValue,0,10,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Bjerke,25-29 år,Antall sosialhjelpsmottakere,119
EliminatedValue,0,10,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Bjerke,30-39 år,Andel sosialhjelpsmottakere i befolkningen,6.4
EliminatedValue,0,10,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Bjerke,30-39 år,Antall sosialhjelpsmottakere,316
EliminatedValue,0,10,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Bjerke,40-49 år,Andel sosialhjelpsmottakere i befolkningen,7.7
EliminatedValue,0,10,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Bjerke,40-49 år,Antall sosialhjelpsmottakere,286
EliminatedValue,0,10,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Bjerke,50-66 år,Andel sosialhjelpsmottakere i befolkningen,4.3
EliminatedValue,0,10,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Bjerke,50-66 år,Antall sosialhjelpsmottakere,183
EliminatedValue,0,10,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Bjerke,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.5
EliminatedValue,0,10,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Bjerke,67 år og over,Antall sosialhjelpsmottakere,15
EliminatedValue,0,11,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Grorud,I alt,Andel sosialhjelpsmottakere i befolkningen,5.8
EliminatedValue,0,11,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Grorud,I alt,Antall sosialhjelpsmottakere,1138
EliminatedValue,0,11,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Grorud,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,4
EliminatedValue,0,11,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Grorud,Under 20 år,Antall sosialhjelpsmottakere,23
EliminatedValue,0,11,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Grorud,20-24 år,Andel sosialhjelpsmottakere i befolkningen,9.6
EliminatedValue,0,11,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Grorud,20-24 år,Antall sosialhjelpsmottakere,141
EliminatedValue,0,11,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Grorud,25-29 år,Andel sosialhjelpsmottakere i befolkningen,7.3
EliminatedValue,0,11,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Grorud,25-29 år,Antall sosialhjelpsmottakere,135
EliminatedValue,0,11,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Grorud,30-39 år,Andel sosialhjelpsmottakere i befolkningen,6.9
EliminatedValue,0,11,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Grorud,30-39 år,Antall sosialhjelpsmottakere,291
EliminatedValue,0,11,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Grorud,40-49 år,Andel sosialhjelpsmottakere i befolkningen,8.4
EliminatedValue,0,11,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Grorud,40-49 år,Antall sosialhjelpsmottakere,322
EliminatedValue,0,11,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Grorud,50-66 år,Andel sosialhjelpsmottakere i befolkningen,4.7
EliminatedValue,0,11,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Grorud,50-66 år,Antall sosialhjelpsmottakere,210
EliminatedValue,0,11,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Grorud,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.5
EliminatedValue,0,11,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Grorud,67 år og over,Antall sosialhjelpsmottakere,16
EliminatedValue,0,12,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Stovner,I alt,Andel sosialhjelpsmottakere i befolkningen,4.5
EliminatedValue,0,12,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Stovner,I alt,Antall sosialhjelpsmottakere,981
EliminatedValue,0,12,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Stovner,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,3.1
EliminatedValue,0,12,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Stovner,Under 20 år,Antall sosialhjelpsmottakere,24
EliminatedValue,0,12,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Stovner,20-24 år,Andel sosialhjelpsmottakere i befolkningen,7.1
EliminatedValue,0,12,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Stovner,20-24 år,Antall sosialhjelpsmottakere,124
EliminatedValue,0,12,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Stovner,25-29 år,Andel sosialhjelpsmottakere i befolkningen,6.4
EliminatedValue,0,12,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Stovner,25-29 år,Antall sosialhjelpsmottakere,113
EliminatedValue,0,12,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Stovner,30-39 år,Andel sosialhjelpsmottakere i befolkningen,6.5
EliminatedValue,0,12,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Stovner,30-39 år,Antall sosialhjelpsmottakere,278
EliminatedValue,0,12,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Stovner,40-49 år,Andel sosialhjelpsmottakere i befolkningen,6.1
EliminatedValue,0,12,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Stovner,40-49 år,Antall sosialhjelpsmottakere,257
EliminatedValue,0,12,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Stovner,50-66 år,Andel sosialhjelpsmottakere i befolkningen,2.9
EliminatedValue,0,12,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Stovner,50-66 år,Antall sosialhjelpsmottakere,173
EliminatedValue,0,12,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Stovner,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.4
EliminatedValue,0,12,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Stovner,67 år og over,Antall sosialhjelpsmottakere,12
EliminatedValue,0,13,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Alna,I alt,Andel sosialhjelpsmottakere i befolkningen,3.7
EliminatedValue,0,13,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Alna,I alt,Antall sosialhjelpsmottakere,1306
EliminatedValue,0,13,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Alna,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,3
EliminatedValue,0,13,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Alna,Under 20 år,Antall sosialhjelpsmottakere,32
EliminatedValue,0,13,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Alna,20-24 år,Andel sosialhjelpsmottakere i befolkningen,5
EliminatedValue,0,13,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Alna,20-24 år,Antall sosialhjelpsmottakere,136
EliminatedValue,0,13,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Alna,25-29 år,Andel sosialhjelpsmottakere i befolkningen,5.1
EliminatedValue,0,13,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Alna,25-29 år,Antall sosialhjelpsmottakere,187
EliminatedValue,0,13,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Alna,30-39 år,Andel sosialhjelpsmottakere i befolkningen,4.8
EliminatedValue,0,13,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Alna,30-39 år,Antall sosialhjelpsmottakere,361
EliminatedValue,0,13,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Alna,40-49 år,Andel sosialhjelpsmottakere i befolkningen,5
EliminatedValue,0,13,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Alna,40-49 år,Antall sosialhjelpsmottakere,315
EliminatedValue,0,13,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Alna,50-66 år,Andel sosialhjelpsmottakere i befolkningen,2.7
EliminatedValue,0,13,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Alna,50-66 år,Antall sosialhjelpsmottakere,243
EliminatedValue,0,13,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Alna,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.6
EliminatedValue,0,13,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Alna,67 år og over,Antall sosialhjelpsmottakere,32
EliminatedValue,0,14,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Østensjø,I alt,Andel sosialhjelpsmottakere i befolkningen,3
EliminatedValue,0,14,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Østensjø,I alt,Antall sosialhjelpsmottakere,1052
EliminatedValue,0,14,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Østensjø,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.9
EliminatedValue,0,14,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Østensjø,Under 20 år,Antall sosialhjelpsmottakere,26
EliminatedValue,0,14,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Østensjø,20-24 år,Andel sosialhjelpsmottakere i befolkningen,5.3
EliminatedValue,0,14,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Østensjø,20-24 år,Antall sosialhjelpsmottakere,108
EliminatedValue,0,14,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Østensjø,25-29 år,Andel sosialhjelpsmottakere i befolkningen,4.2
EliminatedValue,0,14,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Østensjø,25-29 år,Antall sosialhjelpsmottakere,119
EliminatedValue,0,14,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Østensjø,30-39 år,Andel sosialhjelpsmottakere i befolkningen,4.3
EliminatedValue,0,14,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Østensjø,30-39 år,Antall sosialhjelpsmottakere,321
EliminatedValue,0,14,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Østensjø,40-49 år,Andel sosialhjelpsmottakere i befolkningen,4.2
EliminatedValue,0,14,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Østensjø,40-49 år,Antall sosialhjelpsmottakere,281
EliminatedValue,0,14,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Østensjø,50-66 år,Andel sosialhjelpsmottakere i befolkningen,2.4
EliminatedValue,0,14,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Østensjø,50-66 år,Antall sosialhjelpsmottakere,175
EliminatedValue,0,14,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Østensjø,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.3
EliminatedValue,0,14,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Østensjø,67 år og over,Antall sosialhjelpsmottakere,22
EliminatedValue,0,15,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordstrand,I alt,Andel sosialhjelpsmottakere i befolkningen,2.2
EliminatedValue,0,15,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordstrand,I alt,Antall sosialhjelpsmottakere,769
EliminatedValue,0,15,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordstrand,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,1.2
EliminatedValue,0,15,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordstrand,Under 20 år,Antall sosialhjelpsmottakere,12
EliminatedValue,0,15,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordstrand,20-24 år,Andel sosialhjelpsmottakere i befolkningen,4
EliminatedValue,0,15,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordstrand,20-24 år,Antall sosialhjelpsmottakere,83
EliminatedValue,0,15,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordstrand,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.2
EliminatedValue,0,15,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordstrand,25-29 år,Antall sosialhjelpsmottakere,88
EliminatedValue,0,15,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordstrand,30-39 år,Andel sosialhjelpsmottakere i befolkningen,3.2
EliminatedValue,0,15,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordstrand,30-39 år,Antall sosialhjelpsmottakere,213
EliminatedValue,0,15,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordstrand,40-49 år,Andel sosialhjelpsmottakere i befolkningen,3.1
EliminatedValue,0,15,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordstrand,40-49 år,Antall sosialhjelpsmottakere,212
EliminatedValue,0,15,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordstrand,50-66 år,Andel sosialhjelpsmottakere i befolkningen,1.7
EliminatedValue,0,15,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordstrand,50-66 år,Antall sosialhjelpsmottakere,148
EliminatedValue,0,15,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordstrand,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.2
EliminatedValue,0,15,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Nordstrand,67 år og over,Antall sosialhjelpsmottakere,13
EliminatedValue,0,16,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Søndre Nordstrand,I alt,Andel sosialhjelpsmottakere i befolkningen,5.9
EliminatedValue,0,16,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Søndre Nordstrand,I alt,Antall sosialhjelpsmottakere,1453
EliminatedValue,0,16,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Søndre Nordstrand,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,3.3
EliminatedValue,0,16,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Søndre Nordstrand,Under 20 år,Antall sosialhjelpsmottakere,38
EliminatedValue,0,16,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Søndre Nordstrand,20-24 år,Andel sosialhjelpsmottakere i befolkningen,7.9
EliminatedValue,0,16,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Søndre Nordstrand,20-24 år,Antall sosialhjelpsmottakere,189
EliminatedValue,0,16,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Søndre Nordstrand,25-29 år,Andel sosialhjelpsmottakere i befolkningen,7.5
EliminatedValue,0,16,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Søndre Nordstrand,25-29 år,Antall sosialhjelpsmottakere,164
EliminatedValue,0,16,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Søndre Nordstrand,30-39 år,Andel sosialhjelpsmottakere i befolkningen,7.3
EliminatedValue,0,16,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Søndre Nordstrand,30-39 år,Antall sosialhjelpsmottakere,382
EliminatedValue,0,16,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Søndre Nordstrand,40-49 år,Andel sosialhjelpsmottakere i befolkningen,7.4
EliminatedValue,0,16,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Søndre Nordstrand,40-49 år,Antall sosialhjelpsmottakere,410
EliminatedValue,0,16,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Søndre Nordstrand,50-66 år,Andel sosialhjelpsmottakere i befolkningen,3.9
EliminatedValue,0,16,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Søndre Nordstrand,50-66 år,Antall sosialhjelpsmottakere,247
EliminatedValue,0,16,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Søndre Nordstrand,67 år og over,Andel sosialhjelpsmottakere i befolkningen,1.3
EliminatedValue,0,16,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2007,Bydel Søndre Nordstrand,67 år og over,Antall sosialhjelpsmottakere,23
EliminatedValue,1,0,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Oslo i alt,I alt,Andel sosialhjelpsmottakere i befolkningen,3.7
EliminatedValue,1,0,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Oslo i alt,I alt,Antall sosialhjelpsmottakere,17083
EliminatedValue,1,0,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Oslo i alt,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.5
EliminatedValue,1,0,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Oslo i alt,Under 20 år,Antall sosialhjelpsmottakere,293
EliminatedValue,1,0,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Oslo i alt,20-24 år,Andel sosialhjelpsmottakere i befolkningen,4.4
EliminatedValue,1,0,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Oslo i alt,20-24 år,Antall sosialhjelpsmottakere,1709
EliminatedValue,1,0,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Oslo i alt,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.5
EliminatedValue,1,0,3,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Oslo i alt,25-29 år,Antall sosialhjelpsmottakere,2100
EliminatedValue,1,0,4,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Oslo i alt,30-39 år,Andel sosialhjelpsmottakere i befolkningen,4.2
EliminatedValue,1,0,4,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Oslo i alt,30-39 år,Antall sosialhjelpsmottakere,4675
EliminatedValue,1,0,5,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Oslo i alt,40-49 år,Andel sosialhjelpsmottakere i befolkningen,5.8
EliminatedValue,1,0,5,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Oslo i alt,40-49 år,Antall sosialhjelpsmottakere,4599
EliminatedValue,1,0,6,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Oslo i alt,50-66 år,Andel sosialhjelpsmottakere i befolkningen,3.4
EliminatedValue,1,0,6,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Oslo i alt,50-66 år,Antall sosialhjelpsmottakere,3393
EliminatedValue,1,0,7,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Oslo i alt,67 år og over,Andel sosialhjelpsmottakere i befolkningen,0.5
EliminatedValue,1,0,7,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Oslo i alt,67 år og over,Antall sosialhjelpsmottakere,314
EliminatedValue,1,1,0,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Sum bydeler,I alt,Andel sosialhjelpsmottakere i befolkningen,3.9
EliminatedValue,1,1,0,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Sum bydeler,I alt,Antall sosialhjelpsmottakere,18078
EliminatedValue,1,1,1,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Sum bydeler,Under 20 år,Andel sosialhjelpsmottakere i befolkningen,2.7
EliminatedValue,1,1,1,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Sum bydeler,Under 20 år,Antall sosialhjelpsmottakere,312
EliminatedValue,1,1,2,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Sum bydeler,20-24 år,Andel sosialhjelpsmottakere i befolkningen,4.8
EliminatedValue,1,1,2,1,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Sum bydeler,20-24 år,Antall sosialhjelpsmottakere,1841
EliminatedValue,1,1,3,0,Antall og andel sosialhjelpsmottakere i befolkningen (B),2008,Sum bydeler,25-29 år,Andel sosialhjelpsmottakere i befolkningen,3.8
